554,0.9316724,8441,3576751,1
195,0.8325411,1038,3994817,1
202,0.9919124,1523,486754,1
283,1,6399,792156,1
215,0.9999999,1104,1295268,1
283,1,6399,792156,1
528,0.9998401,2555,439118,1
457,0.9669002,1240,771401,1
309,0.9478644,319,146302,1
116,0.9141172,113,59116,1
60,0.9998056,622,277780,1
215,0.9999999,1104,1295268,1
292,0.9100439,212,124945,1
138,0.9867965,805,685209,1
97,0.9965547,491,27628,1
258,0.5989355,211,81674,1
300,0.9783683,1449,1874530,1
210,0.9354965,694,528088,1
61,0.9010558,1375,76866,1
210,0.9354965,694,528088,1
61,0.9010558,1375,76866,1
206,0.9800142,42,27016,1
330,0.9306129,251,212381,1
216,0.9280609,10121,982103,1
101,0.9822442,1558,2342211,1
75,0.840853,560,1144524,1
213,0.9991394,2896,375329,1
1799,1,4319,18620224,1
226,0.9972134,2214,449097,1
78,0.8329491,2267,4322796,1
106,0.9945397,349,375300,1
319,0.9947276,1943,8160254,1
460,1,965,279453,1
58,0.905739,913,3328965,1
7,0.9999707,680,15609,1
40,0.5716162,686,388247,1
252,0.8379601,735,318102,1
160,0.9897931,6047,1418163,1
63,0.9390905,2956,64113,1
130,0.7766759,241,136924,1
225,0.8161507,928,87684,1
52,0.9314857,3537,20432,1
102,0.9090471,427,28916,1
133,0.9147797,325,138579,1
175,0.8715778,304,38067,1
94,0.7927728,2493,171362,1
99,0.6495864,288,22373,1
242,0.9997258,227,147657,1
123,0.9198743,201,130559,1
261,1,3686,35573,1
53,0.9056008,178,895,1
125,0.8071788,46,53978,1
195,0.9859308,520,17704,1
403,0.9999974,618,11550,1
141,0.6873587,233,11315,1
87,0.5817598,917,11146,1
488,0.9905537,1380,387985,1
67,0.580065,797,30685,1
235,0.9894795,2570,557451,1
233,0.9487433,606,50223,1
133,0.999955,14583,213329,1
3260,0.8907112,2723,629110,1
85,0.8494348,2579,49176,1
115,0.7875619,1269,40703,1
101,0.9039825,93,359423,1
20,0.8435032,3220,21563,1
111,0.6564535,3020,136856,1
58,0.02076916,238,486691,1
434,0.9999999,13565,245195,1
249,0.9239954,69,64402,1
245,0.9682598,3470,766999,2
778,0.9996369,4604,668536,2
2701,0.9909586,777,3515735,2
245,0.9682598,3470,766999,2
66,0.9997616,12682,789319,2
292,0.473294,1633,518206,2
132,0.9452624,7260,1562397,2
427,0.999437,2366,2752704,2
118,0.9108098,3810,1896183,2
183,0.008187414,6602,14600204,2
118,0.9108098,3810,1896183,2
183,0.008187414,6602,14600204,2
241,0.8926313,2295,42484,2
203,0.9381641,1958,1413012,2
237,0.004612093,4448,2728531,2
94,0.1759188,4317,166641,2
132,0.9452624,7260,1562397,2
59,0.9959598,3358,176037,2
326,0.9994006,14173,2131213,2
165,0.6568638,10725,586779,2
183,0.008187414,6602,14600204,2
145,0.9849076,2778,394368,2
218,0.9916481,4676,1208890,2
230,1,7254,5898167,2
754,0.8350726,5270,593657,2
153,0.7859786,6064,112310,2
71,0.9999999,2537,596431,2
252,0.4611675,12660,4789379,2
187,0.9992924,8313,518252,2
186,0.9148819,10781,3506183,2
249,0.8955951,1691,454933,2
242,0.8909457,10787,638640,2
229,0.9994636,360,342421,2
252,0.4611675,12660,4789382,2
185,0.8210968,4172,406865,2
234,0.9786574,15733,1548072,2
203,0.9381641,1958,1413015,2
219,0.9469237,1503,243299,2
194,0.9811568,606,338548,2
377,0.9684358,3301,1742645,2
208,0.9895305,4414,1518389,2
185,0.8469944,7037,363611,2
105,0.7372838,563,737057,2
208,0.9895305,4414,1518389,2
185,0.8469944,7037,363611,2
105,0.7372838,563,737057,2
93,0.9477398,2356,1170450,2
66,0.9997616,12683,789320,2
207,0.995664,1245,448005,2
301,0.9745718,3885,880048,2
1521,0.9081429,1980,312122,2
118,0.9998636,504,239872,2
173,0.996893,411,71670,2
145,0.9849076,2778,394369,2
223,0.7237887,92,34940,2
103,0.9542264,1675,761607,2
142,0.9996244,600,107657,2
156,0.998844,216,91654,2
222,0.9308937,20817,985483,2
202,0.9997491,9909,1072963,2
48,0.7649581,4902,2053959,2
287,0.8687568,2908,894334,2
245,0.9682598,3470,766999,2
353,0.8015963,1500,1209658,2
426,0.6660311,13031,846678,2
120,0.9999965,3168,82144,2
320,0.7765998,6296,432144,2
255,0.9543294,1470,182529,2
95,0.9469343,11089,157436,2
129,0.99913,9489,606235,2
55,0.8718892,910,191014,2
104,0.1823521,4317,126191,2
932,1,6064,353184,2
104,0.1823521,4317,126191,2
205,0.999999,8154,147414,2
246,0.9999477,35459,248779,2
119,0.8351377,311,219403,2
222,0.98491,871,315618,2
186,0.9148819,10781,3506186,2
90,1,483,214380,2
320,0.9190452,8321,1209975,2
82,0.1759188,4317,181371,2
225,0.9924981,2723,5682845,2
427,0.999437,2366,2752706,2
86,1,7634,335186,2
320,0.7765998,6296,432144,2
169,0.9484871,3578,424687,2
224,0.4100465,1118,31318,2
51,0.9222827,680,123827,2
242,0.8909457,684,638640,2
106,0.7805076,10787,64281,2
255,0.9543294,725,182531,2
444,0.9998732,811,425009,2
60,0.9906255,694,86927,2
115,0.1823521,4317,169432,2
186,0.9821324,3697,358895,2
108,0.9929157,1561,21569,2
261,0.9562386,0.9998755,57178,2
251,0.6908696,605,80325,2
282,0.8981948,7079,303738,2
112,0.9992483,5340,892035,2
248,0.9999996,1688,1710637,2
237,0.004612093,4448,2728534,2
124,0.6606352,2134,65030,2
122,0.9976632,9535,53576,2
285,0.9287059,1503,347282,2
392,0.8990695,488,45150,2
243,0.6664866,75,4154,2
125,0.9253481,1472,60196,2
166,0.9999658,6061,142717,2
70,0.8974603,1080,75508,2
261,0.001228494,2295,202178,2
57,0.9999999,2378,22032,2
186,0.2067132,5605,178494,2
314,0.9999993,9976,233604,2
458,0.9980626,852,165942,2
672,0.6508141,129,56853,2
210,0.9997984,439,1459856,2
190,0.9922805,2569,76811,2
286,0.9940314,3886,201587,2
61,,436,36515,2
245,0.7461318,3819,299546,2
1079,1,15519,43399,2
466,0.9853877,4512,60345,2
146,0.9963053,8885,13345,2
67,0.9989306,804,24702,2
294,0.9882507,6527,23004,2
42,0.9977703,537,14069,2
67,0.8646907,19534,47191,2
245,0.9682598,3470,767003,2
1674,0.9999987,3056,1774243,2
3136,0.9999136,6241,40167,2
40,0.5837846,2186,7389,2
61,0.9682906,9909,1194186,2
300,0.7446186,797,78552,2
69,0.7529008,2471,16408,2
161,0.9999958,35459,7205,2
194,0.9811568,35459,338548,2
240,0.949158,2570,350401,2
202,0.8633119,12328,57979,2
18,0.9867114,3697,14432,2
118,0.5787904,30747,14429,2
118,0.9998636,89,239875,2
143,0.9221032,504,942367,2
5,0.6909836,319,46515,2
225,0.9924981,6441,5682912,2
137,0.9845305,12299,57203,2
96,0.2666541,9942,95000,2
72,0.7408033,1379,322092,2
370,0.9739391,608,76346,2
30,0.9999911,82,7029,2
168,0.8175949,9218,559033,2
95,0.9469343,588,157438,2
903,1,11090,265699,2
357,0.9713142,1076,11555,2
582,0.971202,475,59002,2
238,0.8609744,662,92738,2
677,0.9999878,14586,972751,3
213,0.9999843,30726,3901018,3
102,0.9999977,517,550822,3
213,0.9999843,30726,3901018,3
438,0.9996436,14613,1963767,3
67,0.930479,19060,6031943,3
2482,0.9999996,13619,1909,3
2482,0.9999996,13619,1909,3
2482,0.9999996,13619,1909,3
67,0.930479,19060,6031943,3
2482,0.9999996,13619,1909,3
213,0.9999843,30726,3901018,3
187,0.9387019,9227,877595,3
213,0.9999843,30726,3901018,3
180,0.8245282,2220,104994,3
213,0.9999843,30726,3901018,3
141,1,15874,4080887,3
375, and we hope that the interest in this clip will lead viewers to see SAMSARA in its entirety. This clip represents only 6 minutes from a 100 minute long film,4003,17242938,3
213,0.9999843,30726,3901018,3
112,0.9680343,977,987225,3
213,0.9999843,30726,3901050,3
213,0.9999843,30726,3901050,3
215,0.9999989,5811,826649,3
213,0.9999843,30726,3901050,3
361,0.9987917,1353,661357,3
213,0.9999843,30726,3901050,3
2482,0.9999996,13619,1909,3
213,0.9999843,30726,3901050,3
182,1,2618,1298643,3
89,0.9932505,3926,63601,3
314,0.9982678,13340,2399137,3
182,1,2618,1298643,3
211,1,2618,637244,3
131,0.9918264,5727,255016,3
314,0.9982678,13340,2399137,3
213,0.9999843,30726,3901050,3
217,0.9209648,2424,260590,3
210,0.9203078,4496,586237,3
67,0.930479,19060,6031943,3
142,0.9999051,7480,1204106,3
295,1,15371,2182082,3
240,0.7949365,5107,176022,3
339,0.9557636,2263,1269169,3
576,0.9999167,1435,707637,3
132,0.9999034,824,163643,3
194,0.9879946,15275,251441,3
255,0.9987512,294,458633,3
364,0.9574778,271,247986,3
213,0.9999843,30726,3901050,3
258,0.9884831,5268,1326753,3
40,0.9556902,4569,284673,3
2482,0.9999996,13619,1909,3
353,0.9999999,2723,842216,3
170,0.9569559,4673,41121,3
5376,0.9998649,153,182,3
167,0.9989628,6195,2361690,3
125,0.9998536,940,229487,3
327,0.9992044,2004,92135,3
187,0.9387019,9227,877599,3
60,0.9908158,27507,37454,3
610,0.9984788,13743,44551,3
685,0.9999834,2295,520397,3
212,0.7991639,522,19955,3
241,0.8781123,322,18169,3
5541,0.9999664,174,2448,3
150,0.8155162,321,131076,3
164,0.9148472,4201,23395,3
244,0.9877428,15275,80086,3
234,0.9934665,1311,185783,3
45,0.758614,1569,2435,3
30,0.9551583,4147,12276,3
95,1,14085,33201,3
30,0.9996485,14085,35956,3
5381,0.9998649,153,403,3
353,0.9999999,2723,842216,3
72,0.7951801,4291,37240,3
272,0.9927753,869,56914,3
258,1,70473,60484,3
215,0.9999989,5812,826650,3
856,0.9369904,2142,118923,3
281,0.9999866,248,1,3
259,1,9539,413573,3
460,0.9682906,6471,339705,3
73,0.9766265,13175,15644,3
213,0.9999843,30747,3901098,3
219,0.2362539,19871,110868,3
0,0.8658487,30747,51487,3
152,0.8648009,3436,73934,3
109,0.9999064,3033,342583,3
213,0.9999843,6656,3901098,3
310,0.9543613,1906,41967,3
64,0.9896827,1109,86199,3
820,0.9999998,12445,20526,3
52,0.5355179,4673,39506,3
67,0.930479,31457,6031943,3
197,0.9999301,934,17734,3
67,0.930479,19060,6031943,3